Planet;Id;TextStraDllId;New game sector;Rescaled X;Rescaled Y;Core/Rim;PictureId;EncyclopediaDescription
Mirial;283;12164;Sith Worlds;700;143;Rim;108;"Mirial (Q-4, Sith Worlds, 2 hyperlanes)
Geology: Planet, Cold, Dry, Deserts
Species: Mirialan (native)
Economy: -
History: During the final decades of the Republic Era, Mirialan Jedi Master Luminara Unduli and her Padawan, Barriss Offee, both hailed from Mirial. Unduli took Offee as her apprentice in accordance with Mirialan tradition. New Republic pilot Keo Venzee also hailed from the planet. Pirate Synara San, who was active during the New Republic Era and Cold War, hailed from Mirial.
Sources: Clone Wars, Squadrons"
Moraband;284;12162;Sith Worlds;703;172;Rim;111;"Moraband (R-5, Sith Worlds, 5 hyperlanes)
Geology: Planet, Hot, Desolate, Mountains
Species: Sith (native), Hssiss, Human, Rakata, Theelin, Tuk'ata, Wraid
Economy: Food, High Tech, Raw Materials, Weapons, Sith Artifacts
History: The Valley of the Dark Lords on the planet's surface was the final resting place of Darth Bane, the Sith Lord who created the Rule of Two. Korriban is now known as Moraband. During the Clone Wars, Yoda ventured to the abandoned world as part of his journey to discover the secrets of eternal consciousness.
Sources: Clone Wars, KOTOR 1, KOTOR 2, SWTOR, Atlas
"
Rhen Var;285;12165;Sith Worlds;718;219;Rim;143;"Rhen Var (R-6, Sith Worlds, 2 hyperlanes)
Geology: Planet, Frigid, Glaciers, Mountains
Species: Rhen Varite (native), Human
Economy: -
History: During the galaxy-spanning conflict known as the Clone Wars, the Galactic Republic deployed clone cold assault troopers on the world, troops specifically equipped to deal with cold environments. During the reign of the Galactic Empire, an Imperial outpost was located on Rhen Var. After the stolen Imperial corvette Carrion Spike attacked Imperial facilities in the Galidraan star system, the planet's outpost was considered as one of the potential targets for the corvette by Moff Wilhuff Tarkin. Due to the relative unimportance of the outpost on Rhen Var, Tarkin decided that the Imperial assets on the planet Nam Chorios were a more likely choice for the rebel cell piloting the stolen starship.
Sources: Battlefront 1, Atlas"
Telos IV;286;12166;Sith Worlds;680;142;Rim;169;"Telos IV (Q-4, Sith Worlds, 2 hyperlanes)
Geology: Planet, Temperate, Beach, Canyons, Cityscape, Forests, Gorge, Grasslands, Hills, Mountains
Species: Aqualish, Duro, Gamorrean, Human, Ithorian, Rodian, Sullustan, Twi'lek, Quarren, Zeltron
Economy: Luxury, Food, Tech, Tourism
History: During the campaign at Salient, an Imperial battle group was stationed at Telos under the command of Admiral Utu. Moff Wilhuff Tarkin requested that Utu dispatch whatever vessels she could spare from Telos to Salient, and was later informed by a commander that Utu hoped to send two Star Destroyers.
Sources: KOTOR 1, KOTOR 2, SWTOR
"
Yavin Prime;287;12167;Sith Worlds;675;200;Rim;195;"Yavin Prime (P-6, Sith Worlds, 4 hyperlanes)
Geology: Gas Giant, Uninhabitable
Species: -
Economy: Corusca Gems
History: The Yavin system was conquered by the Rakata during the reign of their Infinite Empire, but later abandoned. After the Great Sith War, Yavin Station orbited the planet and was used for corusca gem ""fishing"" until it blew apart in 3956 BBY and crashed on Yavin 22. In the year 0 BBY, the Millennium Falcon orbited the gas giant to reach Yavin 4, where the headquarters for the Alliance to Restore the Republic were located. Shortly after the Battle of Yavin, Baron Orman Tagge constructed Achtnak Turbine Station, hidden within the gas giant, from which he launched TIE attacks on Massassi Station, Achtnak was destroyed by Luke Skywalker. Lando Calrissian later established GemDiver Station in the giant's orbit, for the fishing of corusca gems. GemDiver Station was attacked by the forces of the Shadow Academy.
Sources: Clone Wars, Rebels, Battlefront 2, Squadrons, Atlas
"
Ziost;288;12168;Sith Worlds;720;152;Rim;198;"Ziost (R-4, Sith Worlds, 3 hyperlanes)
Geology: Planet, Cold, Arid, Mountains, Glaciers, Tundra, Forests
Species: Herglic, Human, Monolith, Sith
Economy: -
History: Ziost once had a fertile environment, until the Sith established their presence there and laid waste to the planet just as they did with Moraband, Exegol, and Asog. In the time of the Galactic Republic, Ziost was quarantined along with the likes of Malachor, Jaguada, and Rhelg, and its affiliation to the Sith was hidden from history. Ziost was the original site of an ancient Sith ritual altar that was present in the Grand Republic Medical Facility on Coruscant in 19 BBY. Sometime between 0 BBY and 4 ABY, CR-8R considered Fortress Vader on the planet Mustafar the spookiest Imperial stronghold this side of Ziost.
Sources: SWTOR"
Yavin 4;289;12169;Sith Worlds;671;182;Rim;194;"Yavin 4 (P-6, Sith Worlds, 4 hyperlanes)
Geology: Moon, Temperate, Tropical, Jungle
Species: Duro, Human, Massassi
Economy: -
History: Yavin 4 played an important role in galactic events, including the seduction of Jedi Knight Exar Kun to the dark side and the destruction of Sith Lord Freedon Nadd during the Great Sith War, the site of the eventual final death of the maddened Jedi Revan in the waning days of the Galactic War, a ferocious duel between Jedi and Sith during the Clone Wars, and serving as the base of the Alliance to Restore the Republic during the Battle of Yavin and as a battlefield in other battles of the Galactic Civil War. An attack was launched on the Death Star from this moon.
Sources: Rogue One, Episode 4, Andor, Clone Wars, Rebels, SWTOR, Battlefront 1, Battlefront 2
"
Christophsis;290;12144;Wild Space;668;682;Core;29;"Christophsis (Q-16, Wild Space, 2 hyperlanes)
Geology: Planet, Crystalline Formations
Species: Human, Kerkoiden, Rodian
Economy: Kyber Crystals
History: Battle of Christophsis was fought during the Clone Wars. The crystalline planet was invaded by the battle droid armies of the Confederacy of Independent Systems but were repelled by the Jedi and Clone troopers dispatched by the Galactic Republic. Later, the planet was the site of a second battle between the Republic and the Separatists. After the transformation of the Galactic Republic into the Galactic Empire, the planet was placed under Imperial control, but nevertheless hosted rebellious elements.
Sources: The Clone Wars, Clone Wars, Rebels, Atlas
"
Geonosis;291;12145;Wild Space;724;677;Core;68;"Geonosis (R-16, Wild Space, 5 hyperlanes)
Geology: Planet, Hot, Arid, Deserts, Mesas, Mountains
Species: Geonosian (native), Acklay, Massiff, Nexu, Reek
Economy: Raw materials, Battle Droids, Tech
History: Geonosis was the Confederacy of Independent Systems' first capital and hosted its major battle droid foundries. It was the site of the First Battle of Geonosis, the opening conflict of the Clone Wars, as well as the subsequent invasion by the Galactic Republic. During and after the war, the Death Star was constructed above the planet. Five years after the conflict's conclusion and transformation of the Galactic Republic, the Galactic Empire would garrison the planet heavily and attempt to mine the planet's asteroids for minerals. At least 5 years after the Clone Wars, the Empire moved the Death Star to another construction site and the planet was sterilized by the Empire as a security measure, an act which resulted in the virtual elimination of the planet's native population.
Sources: Episode 2, Clone Wars, Rebels, Battlefront 1, Battlefront 2, Atlas
"
Lok;292;12146;Wild Space;686;721;Core;96;"Lok (Q-17, Wild Space, 0 hyperlane)
Geology: Planet, Arid, Deserts, Sulfur Pools, Mountains, Lava Lands
Species: Human
Economy: Food, Tech, Luxury
History: Lok is the home of several hostile creatures, including the massive Kimogila. Lok was one of the first planets in the Karthakk system to be colonized. It was originally home to outlaws who saw the world as a potential staging ground for raids into the Mid Rim. The Trade Federation decided to invade the planet after one such pirate raid in 32 BBY. The occupation of Lok lasted 10 years. During that time, the Trade Federation used Nym's captured base as a staging ground for their raids in the Karthakk system. The Lok Revenants finally reclaimed Lok during the first days of the Clone Wars, in 22 BBY. The Galactic Empire eventually claimed Lok and established a military presence on the planet. An outpost was built there, as part of a plan to extend Imperial control over less developed worlds.
Sources: SWG
"
Mon Gazza;293;12147;Wild Space;667;649;Core;110;"Mon Gazza (Q-16, Wild Space, 4 hyperlanes)
Geology: Planet, Urban Decay, Mountains
Species: Human
Economy: Spice
History: Mon Gazza hosted raw spice mining operations, which were controlled by the Pyke Syndicate during the Clone Wars. The pirate queen Maz Kanata marked it as a shadowport on a map she included in the book that became known as the Smuggler's Guide.
Sources: -
"
Nelvaan;294;12148;Wild Space;668;701;Core;121;"Nelvaan (Q-16, Wild Space, 2 hyperlanes)
Geology: Planet, Frozen, Mesas, Mountains, Rivers, Forests, Glaciers
Species: Nelvaanian (native), Skakoan
Economy: Water
History: During the Clone Wars, the planet's exploitation rights were ceded to the Confederacy of Independent Systems by Onaconda Farr, the Galactic Republic senator of Rodia. The Confederacy-aligned Techno Union used the natives to perform experiments, turning them into cyborg monsters.
Sources: Clone Wars
"
Rodia;295;12149;Wild Space;698;652;Core;145;"Rodia (R-16, Wild Space, 0 hyperlane)
Geology: Planet, Hot, Humid, Jungles, Swamps, Oceans
Species: Rodian (native), Yuuzhan Vong, Chazrach, Human
Economy: Food, Luxury, Bounty Hunters, Weapons Tech, Exotic Animals
History: Rodia joined the Galactic Republic in 5000 BBY. By the time of the Galactic Civil War, Rodia had fallen under Imperial control. Many Rodians who opposed the occupation of their homeworld were recruited by the Alliance to Restore the Republic.
Sources: Clone Wars, Atlas"
Savareen;296;12150;Wild Space;689;695;Core;149;"Savareen (Q-16, Wild Space, 2 hyperlanes)
Geology: Planet, Deserts, Oceans
Species: Savarian (native), Human
Economy: Savareen Brandy
History: At some point prior to 10 BBY, the crime syndicate known as Crimson Dawn had a business on Savareen. When the natives tried to rise up against Crimson Dawn, they lost their tongues. After the raid on Kessel, Han Solo and the rest of Beckett's gang went to Savareen to refine the coaxium they had stolen from the Pyke Syndicate on Kessel.
Sources: Solo
"
Socorro;297;12151;Wild Space;667;726;Core;159;"Soccoro (Q-17, Wild Space, 2 hyperlanes)
Geology: Planet, Deserts
Species: Monnok (native), Human
Economy: Metals, High Tech, Water, Nether Ice, High Tech Skills
History: Soccoro is the homeworld of Lando Calrissian, former Baron Administrator of Cloud City. It is also the location of asteroid belts with large quantities of doonium ore. The former pirate queen Maz Kanata marked it as a shadowport on a map she included in the book that became known as the Smuggler's Guide.
Sources: Rebels
"
Tatooine;298;12152;Wild Space;705;677;Core;168;"Tatooine (R-16, Wild Space, 5 hyperlanes)
Geology: Planet, Hot, Arid, Canyons, Deserts, Mountains
Species: Jawa (native), Tusken Raider (native), Human, ...
Economy: Consumables, Tech, Water, Dilarium Oil, Silicax Oxalate, Slaves
History: In the last decades of the Galactic Republic, Tatooine was known as a haven for smugglers and criminal activity. It's also know as the homeworld of Anakin Skywalker, a human slave that became a Jedi Knight before falling to the dark side and being now known as Darth Vader. His son Luke was raised in secret on Tatooine by Anakin's former master Obiwan Kenobi. Jabba the Hutt is conducting his criminal activities from his palace on Tatooine, using his thugs to collect water taxes.
Sources: Episode 1, Episode 2, Episode 3, Episode 4, Episode 6, Episode 9, The Clone Wars, The Mandalorian, Clone Wars, Rebels, SWG, KOTOR 1, SWTOR, Battlefront 1, Battlefront 2, Atlas"
Trask;299;12153;Wild Space;714;706;Core;179;"Trask (R-17, Wild Space; 5 hyperlanes)
Geology: Moon, Oceans
Species: Human, Mon Calamari, Quarren, Frog-like anthropoid
Economy: -
History: Trask was a black market port, and its population consisted mostly of Mon Calamari and Quarren that sought to escape the politics of their homeworld, Mon Cala. It featured a series of landing platforms and an inn where Trask Chowder was served. There was a rule for departing ships against ascending into the upper atmosphere inside the harbor zone.
Sources: The Mandalorian"
